1849695105|9781849695107|2014-05|Keith Makan|Packt Publishing|Penetration Testing with the Bash shell|hacker,pentest,bash|
1849695660|9781849695664|2013-10|Abhinav Singh|Packt Publishing|Instant Kali Linux|hacker,pentest,kali|
1931769508|9781931769501|2005-11|Michael Flenov|A-List Publishing|Hacker Linux Uncovered|hacker,pentest|
8566250052|9788566250053|2013-12|Lucas Mazza|CASA DO CODIGO|Html5 e CSS3. Domine a Web do Futuro|html5,css3,frontend,ptbr|
8555191068|9788555191060|2015-08|Daniel Wildt,Dionatan Moura,Guilherme Lacerda|CASA DO CODIGO|eXtreme Programming: Práticas para o dia a dia no desenvolvimento ágil de software|agile,xp|
8555190827|9788555190827|2015-10|Gleicon Moraes|CASA DO CODIGO|Caixa De Ferramentas Devops - Um Guia Para Construçao, Administraçao E Arquitetura De Sistemas Modernos|devops,ptbr|
8555190971|9788555190971|2015-03|Mauricio Roberto Cruz|CASA DO CODIGO|ABAP: O Guia de Sobrevivencia do Profissional Moderno|abap,ptbr|
8555192616|9788555192616|2017-04|Tiago Davi|CASA DO CODIGO|Elixir: Do zero a concorrencia|elixir,ptbr|
8555192760|9788555192760|2017-06|Raphael Donaire Albino|CASA DO CODIGO|Metricas Ageis: Obtenha melhores resultados em sua equipe|agile,startup,lean|
8555192104|9788555192104|2016-08|Willian Molinari|CASA DO CODIGO|Desconstruindo a Web: As tecnologias por trás de uma requisição|web,network,ptbr|
8566250044|9788566250046|2012-12|Mauricio Aniche| CODIGO|Test-driven Development: Teste e Design no Mundo Real com Java|programming,test|
8566250494|9788566250497|2014-12|Caio Filipini|CASA DO CODIGO|Programando em Go: Crie Aplicacoes Com a Linguagem do Google|golang,ptbr|
8566250125|9788566250121|2013-12|Andre Faria Gomes|CASA DO CODIGO|Agile: Desenvolvimento de Software Com Entregas Frequentes e Foco no Valor de Negocio|agile,ptbr|
B00VAB1GSS|000B00VAB1GSS|2014-04|Rafael Sabbagh|CASA DO CODIGO|Scrum: Gestao agil para projetos de sucesso|agile,scrum,ptbr|
8566250028|9788566250022|2013-12|Joao Bosco Monteiro|CASA DO CODIGO|Google Android: Crie Aplicacoes Para Celulares e Tablets|mobile,android|
8566250087|9788566250084|2012-12|Rafael Steil|CASA DO CODIGO|Ios: Programe Para Iphone e Ipad|mobile,ios|
8566250176|9788566250176|2013-12|Anderson Leite|CASA DO CODIGO|Desenvolvimento de Jogos Para Android|mobile,game,android|
8566250230|9788566250237|2014-12|Sergio Lopes|CASA DO CODIGO|A Web Mobile: Design Responsivo e Alem Para Uma Web Adaptada ao Mundo Mobile|frontend,mobile,design|
8566250079|9788566250077|2012-12|Tarcio Zemel|CASA DO CODIGO|Web Design Responsivo: Paginas Adaptaveis Para Todos os Dispositivos|frontend,design,html5,css3,ptbr|
8566250141|9788566250145|2013-12|Caio Ribeiro Pereira|CASA DO CODIGO|Node.js: Aplicacoes Web Real-time com Node.js|javascript,nodejs,ptbr|
8566250478|9788566250473|2014-12|Varios Autores|CASA DO CODIGO|Coletanea Front-end: Uma Antologia da Comunidade Front-end Brasileira|frontend,javascript,ptbr|
8566250036|9788566250039|2012-12|Vinicius Baggio Fuentes|CASA DO CODIGO|Ruby on Rails: Coloque sua Aplicacao web nos Trilhos|ruby,rails,ptbr|
8566250095|9788566250091|2012-12|Henrique Lobo Weissmann|CASA DO CODIGO|Vire o Jogo Com Spring Framework|java,spring,ptbr|
8566250117|9788566250114|2012-12|Eduardo Guerra|CASA DO CODIGO|Design Patterns Com Java: Projeto Orientado a Objetos Guiado Por Padroes|java,ptbr|
856625015X|9788566250152|2012-12|Alexandre Saudate|CASA DO CODIGO|Soa Aplicado: Integrando com Web Services e Alem|java,soa,ptbr|
8566250184|9788566250183|2013-12|Gilliard Cordeiro|CASA DO CODIGO|Cdi: Integre as Dependncias e Contextos do Seu Codigo Java|java,ptbr|
8566250206|9788566250206|2013-12|Bruno Oliveira|CASA DO CODIGO|Javafx: Interfaces com Qualidade Para AplicaCOes Desktop|java,ptbr|
856625046X|9788566250466|2014-12|Paulo Silveira|CASA DO CODIGO|Java 8 Pratico: Lambdas, Streams e os Novos Recursos da Linguagem|java,ptbr|
8566250508|9788566250503|2014-12|Eduardo Guerra|CASA DO CODIGO|Componentes Reutilizaveis em Java Com Reflexao e Anotacoes|java,ptbr|
B00WL1G2CQ|000B00WL1G2CQ|2014-04|Tarcio Zemel|CASA DO CODIGO|Conhecendo o Adobe Photoshop CS6|design,photoshop,ptbr|
8555190851|9788555190858|2015-12|Paulo Caroli|CASA DO CODIGO|Direto ao Ponto: Criando Produtos de Forma Enxuta|agile,startup,ptbr|
856625029X|9788566250299|2013-12|Daniel Romero|CASA DO CODIGO|Comecando Com o Linux: Comando, Servicos e Administracao|linux,ptbr|
8555190258|9788555190254|2015-12|Henrique Lobo Weissmann|CASA DO CODIGO|Falando de Grails: Altissima Produtividade no Desenvolvimento Web|grails,ptbr|
8555190347|9788555190346|2015-12|Adriano Almeida|CASA DO CODIGO|Seo Pratico: Seu Site na Primeira Pagina das Buscas|html5,seo,ptbr|
8555190371|9788555190377|2015-12|Mauricio Aniche|CASA DO CODIGO|Orientacao a Objetos e Solid Para Ninjas: Projetando Classes Flexiveis|java,programming,ptbr|
8555190436|9788555190438|2015-12|Fernando Boaglio|CASA DO CODIGO|Mongodb: Construa Novas Aplicacoes Com Novas Tecnologias|database,mongodb,ptbr|
8555190460|9788555190469|2015-12|Flavio Almeida|CASA DO CODIGO|Mean: Full Stack Javascript Para Aplicacoes Web Com Mongodb, Express, Angular e Node|database,mongodb,ptbr|
8555190495|9788555190490|2015-12|Rodrigo Turini|CASA DO CODIGO|Explorando Apis e Bibliotecas Java: Jdbc, Io, Threads, Javafx e Mais|java,rest,ptbr|
8555190525|9788555190520|2014-12|Guilherme Silveira|CASA DO CODIGO|Swift: Programe Para Iphone e Ipad|mobile,swift,ios,ptbr|
855519055X|9788555190551|2014-12|Eduardo Goncalves|CASA DO CODIGO|Sql: Uma Abordagem Para Banco de Dados Oracle|database,sql,oracle,ptbr|
8555190584|9788555190582|2014-12|Rodrigo Turini|CASA DO CODIGO|Desbravando Java e Orientacao a Objetos: Um Guia Para o Iniciante da Linguagem|java,ptbr|
8555190649|9788555190643|2014-12|ederson Cassio|CASA DO CODIGO|Jogos em Html 5: Explore o Mobile e Fisica|game,html5,mobile,ptbr|
8555190762|9788555190766|2015-12|Tarcio Zemel|CASA DO CODIGO|Css Eficiente: Tecnicas e Ferramentas que Fazem a Diferenca nos Seus Estilos|frontend,css3,ptbr|
8555191505|9788555191503|2016-12|Caio Ribeiro Pereira|CASA DO CODIGO|Construindo Apis Rest Com Node.js|javascript,nodejs,rest,ptbr|
856625001X|9788566250015|2012-12|Gilliard Cordeiro|CASA DO CODIGO|Aplicacoes Java Para Web Com Jsf e Jpa|java,ptbr|
8566250060|9788566250060|2012-12|Joaquim Torres|CASA DO CODIGO|Guia da Startup: Como Startups e Empresas Estabelecidas Podem Criar Produtos Web Rentaveis|startup,ptbr|
8566250168|9788566250169|2013-12|Paulo Eduardo Azevedo Silveira|CASA DO CODIGO|Desenvolvimento de Jogos Para Ios: Explore Sua Imaginacao Com Framework Cocos2d|mobile,game,ios,ptbr|
8566250192|9788566250190|2013-12|Hebert Coelho|CASA DO CODIGO|Jsf Eficaz: As Melhores Praticas Para o Desenvolvedor Web Java|java,ptbr|
8566250214|9788566250213|2013-12|Gabriel Schade Cardoso|CASA DO CODIGO|Microsoft Kinect: Criando Aplicacoes Interativas Com o Microsoft Kinect|iot,ptbr|
8566250222|9788566250220|2012-12|Paulo Silveira|CASA DO CODIGO|Logica de Programacao: Crie Seus Primeiros Programas Usando Javascript e Html|frontend,javascript,html5,ptbr|
8566250249|9788566250244|2013-12|Lucas Souza|CASA DO CODIGO|Ruby: Aprenda a Programar Na Linguagem Mais Divertida|ruby,ptbr|
8566250257|9788566250251|2013-12|Mauricio Aniche|CASA DO CODIGO|Test-driven Development: Teste e Design no Mundo Real com .net|test,dotnet,ptbr|
8566250265|9788566250268|2013-12|Lucas Cavalcanti|CASA DO CODIGO|Vraptor: Desenvolvimento Agil Para Web Com Java|java,vraptor,ptbr|
8566250273|9788566250275|2012-12|Plinio Balduino|CASA DO CODIGO|Dominando Javascript com Jquery|javascript,ptbr|
8566250281|9788566250282|2013-12|Fabricio Sanchez|CASA DO CODIGO|Desenvolvimento Web Com Asp.net Mvc|aspnet,ptbr|
8566250303|9788566250305|2013-12|Evaldo Junior Bento|CASA DO CODIGO|Desenvolvimento Web Com Php e Mysql|php,mysql,ptbr|
8566250311|9788566250312|2013-12|Hebert Coelho|CASA DO CODIGO|Jpa Eficaz: As Melhores Praticas de Persistncia de Dados em Java|database,java,ptbr|
8566250346|9788566250343|2013-12|Hugo Barauna|CASA DO CODIGO|Cucumber e Rspec: Construa Aplicacoes Ruby Com Testes e Especificacoes Utilizando Tdd e Bdd|ruby,test,ptbr|
8566250370|9788566250374|2013-12|Alexandre Saudate|CASA DO CODIGO|Rest: Construa Api s Inteligentes de Maneira Simples|rest,ptbr|
8566250389|9788566250381|2014-12|ederson Cassio|CASA DO CODIGO|Desenvolva Jogos Com Html5 Canvas e Javascript|game,html5,javascript,ptbr|
8566250397|9788566250398|2014-12|Rodrigo Lazoti|CASA DO CODIGO|Armazenando Dados Com Redis|database,redis,ptbr|
8566250400|9788566250404|2013-12|Danilo Sato|CASA DO CODIGO|Devops na Pratica: Entrega de Software Confiavel e Automatizada|devops,ptbr|
8566250419|9788566250411|2014-12|Gabriel Schade Cardoso|CASA DO CODIGO|Criando Aplicacoes Para o Seu Windows Phone|mobile,windowsphone,ptbr|
8566250427|9788566250428|2014-12|Fernando Boaglio|CASA DO CODIGO|Play Framework: Java Para Web Sem Servlets e Com Diversao|playframework,java,ptbr|
8566250443|9788566250442|2014-12|Chad Fowler|CASA DO CODIGO|Programador Apaixonado, O: Construindo Uma Carreira Notavel em Desenvolvimento de Software|programming,agile,ptbr|
8566250451|9788566250459|2014-12|Caio Ribeiro Pereira|CASA DO CODIGO|Meteor: Criando Aplicacoes Web Realtime com Javascript|javascript,meteor,ptbr|
8566250486|9788566250480|2014-12|Fabricio Teixeira|CASA DO CODIGO|Introducao e Boas Praticas em Ux Design|design,frontend,ptbr|
8566250532|9788566250534|2014-12|Alexandre Aquiles|CASA DO CODIGO|Controlando Versoes com Git e Github|git,programming,ptbr|
0000000000|9780000001111|0000-00|Mauricio Aniche|CASA DO CODIGO|Introducao a programacao em C: Os primeiros passos de um desenvolvedor|clang,ptbr|
8555192333|9788555192319|0000-00|Rosangela Marquesone|CASA DO CODIGO|Big Data: Tecnicas e tecnologias para extracao de valor dos dados|bigdata,ptbr|
8555190614|9788555190612|2015-12|Andre Cardoso|CASA DO CODIGO|Test-driven Development: Teste e Design no Mundo Real Com Php|test,php,ptbr|
321767535|9780321767530|2011-04|Susan Weinschenk|New Riders|100 Things Every Designer Needs to Know About People|design|
975841963|9780975841969|2007-02|Jason Beaird|SitePoint|The Principles of Beautiful Web Design|design|
1118065166|9781118065167|2011-12|Jan Zimmerman|For Dummies|Web Marketing For Dummies|marketing|
1449311652|9781449311650|2013-03|Jeff Gothelf|O'Reilly Media|Lean UX: Applying Lean Principles to Improve User Experience|agile,lean,design|
1449334911|9781449334918|2013-05|Laura Klein|O'Reilly Media|UX for Lean Startups: Faster, Smarter User Experience Research and Design|design,startup|
1590598393|9781590598399|2007-09|Kevin Potts|Apress|Web Design and Marketing Solutions for Business Websites|design,marketing,startup|
1449374042|9781449374044|2014-12|Andreas M. Antonopoulos|O'Reilly Media|Mastering Bitcoin: Unlocking Digital Cryptocurrencies|bitcoin,finance|
1591844118|9781591844112|2012-03|Scott Belsky|Portfolio|Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality|startup|
8504018024|9788504018028|2012-01|Dale Carnegie Training|Companhia Ed Nacional|Como Fazer Amigos e Influenciar Pessoas|other,ptbr|
8575429981|9788575429983|2013-01|Gustavo Cerbasi|Sextante|Investimentos Inteligentes|finance,ptbr|
858266057X|9788582660577|2015-11|Divaldo Pereira Franco|Leal Publisher|Conflitos Existenciais: Joanna de Angelis|other,ptbr|
858647004X|9788586470042|1998-01|Francisco do Espirito Santo Neto|Boa Nova|As Dores da Alma|other,ptbr|
1782160728|9781782160724|2014-03|Michael Badger|Packt Publishing|Scratch 2.0 Beginner's Guide, 2nd Edition|design,scratch|
1782161406|9781782161400|2013-07|Willi Richert, Luis Pedro Coelho|Packt Publishing|Building Machine Learning Systems with Python|python,machinelearning|
1782161627|9781782161622|2013-02|Francisco J. Blanco-Silva|Packt Publishing|Learning SciPy for Numerical and Scientific Computing|python,math,scipy|
1782161821|9781782161820|2013-08|Pawel Kozlowski, Peter Bacon Darwin|Packt Publishing|Mastering Web Application Development with AngularJS|javascript,angularjs|
1782162143|9781782162148|2013-10|Brett Lantz|Packt Publishing|Machine Learning with R|rlang|
1782162682|9781782162681|2013-10|Nishant Neeraj|Packt Publishing|Mastering Apache Cassandra|database,cassandra|
1782162704|9781782162704|2013-06|Robbert Ravensbergen, Sander Schoneville|Packt Publishing|Magento: Beginner's Guide  - Second Edition|php,magento|
178216300X|9781782163008|2013-10|James Kent Lewis|Packt Publishing|Linux Utilities Cookbook|linux|
1782164006|9781782164005|2013-07|Loiane Groner|Packt Publishing|Mastering Ext JS|javascript,extjs|
1782164421|9781782164425|2013-08|Quinton Anderson|Packt Publishing|Storm Real-Time Processing Cookbook|machinelearning|
1782164529|9781782164524|2014-02|David  Cochran, Ian Whitley|Packt Publishing|Bootstrap Site Blueprints|frontend,bootstrap|
178216460X|9781782164609|2013-12|Bernardo Iraci|Packt Publishing|Blender Cycles: Lighting and Rendering Cookbook|design,blender|
1782165169|9781782165163|2013-07|Shumin Guo|Packt Publishing|Hadoop Operations and Cluster Management Cookbook|bigdata,hadoop|
1782165568|9781782165569|2013-05|Pedro Teixeira|Packt Publishing|Instant Node.js Starter|javascript,nodejs|
1782166041|9781782166047|2013-09|Andreas Oehlke|Packt Publishing|Learning Libgdx Game Development|game|
1782166629|9781782166627|2013-12|Alberto Paro|Packt Publishing|ElasticSearch Cookbook|elasticsearch|
1782166963|9781782166962|2013-08|Vangos Pterneas|Packt Publishing|Getting Started with HTML5 WebSocket Programming|frontend,html5,websocket|
1782167161|9781782167167|2013-12|Keith Makan, Scott Alexander-Bown|Packt Publishing|Android Security Cookbook|mobile,android|
178216720X|9781782167204|2013-08|Paulo Ragonha|Packt Publishing|Jasmine JavaScript Testing|javascript,test|
1782167404|9781782167402|2014-09|Pradeep Subramanian|Packt Publishing|Getting Started with Red Hat Enterprise Virtualization|virtualization,linux|
1782167528|9781782167525|2013-11|Anjana Mankale|Packt Publishing|Spring Security 3.x Cookbook|java,spring|
1782168095|9781782168096|2013-10|Daniel Bartholomew|Packt Publishing|Getting Started with MariaDB|database|
1782171509|9781782171508|2014-02|Nuno Mota|Packt Publishing|Microsoft Exchange Server 2013 High Availability|microsoft,exchange|
1782172556|9781782172550|2014-07|Basit A. Masood-Al-Farooq|Packt Publishing|SQL Server 2014 Development Essentials|microsoft,database,sqlserver|
1782173439|9781782173434|2014-10|Amarkant Singh, Vijay Rayapati|Packt Publishing|Learning Big Data with Amazon Elastic MapReduce||
1782175431|9781782175438|2014-09|Ty Audronis|Packt Publishing|Building Multicopter Video Drones|iot|
178217642X|9781782176428|2014-06|Osama Oransa|Packt Publishing|Java EE 7 Performance Tuning and Optimization|java|
1782177949|9781782177944|2014-12|Mike Coutermarsh|Packt Publishing|Heroku Cookbook|paas|
1783000341|9781783000340|2014-10|Gopal Ranjan, Tanmay Vora|Packt Publishing|Implementing Lean Six Sigma in 30 Days|agile,lean|
1783000988|9781783000982|2014-10|Sudhi Sinha|Packt Publishing|Making Big Data Work for Your Business|bigdata|
1783001348|9781783001347|2014-12|Akila Narayanan|Impackt Publishing|Gamification for Employee Engagement|gamification|
1783280336|9781783280339|2013-09|Alex Vanston|Packt Publishing|AngularJS Directives|javascript,angularjs|
1783280417|9781783280414|2015-03|Vivek Ramachandran, Cameron Buchanan|Packt Publishing|Kali Linux: Wireless Penetration Testing Beginner's Guide|kali,pentest,hacker,wireless|
1783280999|9781783280995|2013-10|Hector Cuesta|Packt Publishing|Practical Data Analysis|datamining|
1783281499|9781783281497|2013-10|Dominic Barnes|Packt Publishing|Node Security|javascript,nodejs|
1783281774|9781783281770|2014-03|Nathan Danneman, Richard Heimann|Packt Publishing|Social Media Mining with R|datamining,rlang|
1783281790|9781783281794|2013-11|Jonathan M. Hethey|Packt Publishing|GitLab Repository Management|git|
1783281936|9781783281930|2013-11|RaÃºl Garreta, Guillermo Moncecchi|Packt Publishing|Learning scikit-learn: Machine Learning in Python|python,machinelearning|
1783282118|9781783282111|2013-11|Arda KiliÃ§dagi, Halil Ibrahim Yilmaz|Packt Publishing|Laravel Application Development Blueprints|php,laravel|
1783282495|9781783282494|2013-11|Andrew Keig|Packt Publishing|Advanced Express Web Application Development|javascript,nodejs|
1783283572|9781783283576|2014-01|Swarnendu De|Packt Publishing|Backbone.js Patterns and Best Practices|javascript,backbone|
1783284579|9781783284573|2014-04|Marcus Ritland|Packt Publishing|3D Printing with SketchUp|design,sketchup|
1783284595|9781783284597|2013-11|Gordon Fisher|Packt Publishing|Blender 3D Printing Essentials|design,blender|
1783284676|9781783284672|2014-11|Breck Baldwin, Krishna Dayanidhi|Packt Publishing|Natural Language Processing with Java and LingPipe Cookbook|java,npl|
1783284773|9781783284771|2014-07|Kevin Cardwell|Packt Publishing|Building Virtual Pentesting Labs for Advanced Penetration Testing|pentest,hacker|
1783285273|9781783285273|2013-10|BelÃ©n Cruz Zapata|Packt Publishing|Android Studio Application Development|mobile,android|
1783287314|9781783287314|2014-12|Mario Casciaro|Packt Publishing|Node.js Design Patterns|javascript,nodejs|
1783287551|9781783287550|2015-05|Stephen Radford|Packt Publishing|Learning Web Development with Bootstrap and Angular|frontend,bootstrap,angularjs|
178328773X|9781783287734|2014-09|Charles R. Portwood II|Packt Publishing|Yii Project Blueprints|php,yii|
1783287799|9781783287796|2014-08|Dr Alex Blewitt|Packt Publishing|Mastering Eclipse Plug-in Development|java,elipse|
1783288477|9781783288472|2014-11|Amit Gharat, Matthias Nehlsen|Packt Publishing|AngularJS UI Development|javascript,angularjs|
1783550112|9781783550111|2014-11|Akash Mahajan|Packt Publishing|Burp Suite Essentials|pentest,hacker|
1783551399|9781783551392|2014-11|Brandon Sanders|Packt Publishing|Mastering Leap Motion|design,video|
1783552174|9781783552177|2014-02|Serge Gabet|Packt Publishing|Google Apps Script for Beginners|google,paas|
1783552972|9781783552979|2014-12|Charles Pearson|Packt Publishing|Learning NGUI for Unity|mobile,game|
1783553359|9781783553358|2014-10|Ivan Idris|Packt Publishing|Python Data Analysis|python,datamining|
1783553537|9781783553532|2015-01|Peter Waher|Packt Publishing|Learning Internet of Things|iot|
1783554517|9781783554515|2015-01|Bill Pretty|Packt Publishing|Getting Started with Electronic Projects|iot|
178355455X|9781783554553|2014-09|David Alexander Lillis|Packt Publishing|R Graph Essentials|rlang|
1783554754|9781783554751|2014-12|Kerri Shotts|Packt Publishing|PhoneGap for Enterprise|mobile,phonegap|
1783554878|9781783554874|2014-10|Loiane Groner|Packt Publishing|Learning JavaScript Data Structures and Algorithms|javascript|
1783558415|9781783558414|2014-05|Thomas Bleicher, Robin de Jongh|Packt Publishing|SketchUp 2014 for Architectural Visualization|sketchup,design|
1783558504|9781783558506|2015-08|Michael Shepard|Packt Publishing|Getting Started with PowerShell|microsoft,powershell|
1783559608|9781783559602|2013-12|Bill Pretty|Packt Publishing|Building a Home Security System with BeagleBone|iot|
1783559683|9781783559688|2014-03|Nicholas Terwoord|Packt Publishing|Highcharts Cookbook|javascript|
1783980087|9781783980086|2014-08|Rodrigo Branas|Packt Publishing|AngularJS Essentials|javascript,angularjs|
1783980427|9781783980420|2014-08|Steven F. Lott|Packt Publishing|Python for Secret Agents|python|
1783981040|9781783981045|2014-12|Mark Kerzner, Sujee Maniyam|Packt Publishing|HBase Design Patterns|java,database,hbase|
1783981261|9781783981267|2014-10|Altanai|Packt Publishing|WebRTC Integrators Guide|javascript,webrtc,html5|
1783981423|9781783981427|2014-06|Michael Duffy|Packt Publishing|Puppet Reporting and Monitoring|devops,puppet|
1783981466|9781783981465|2014-04|Bass Jobsen|Packt Publishing|Less Web Development Essentials|frontend|
178398158X|9781783981588|2014-05|Josh Kurz|Packt Publishing|Mastering AngularJS Directives|javascript,angularjs|
178398192X|9781783981922|2014-07|Rob Friesel|Packt Publishing|PhantomJS Cookbook|javascript|
1783983108|9781783983100|2014-06|Andrii Sergiienko|Packt Publishing|WebRTC Blueprints|javascript,webrtc,html5|
1783983205|9781783983209|2014-04|David Dossot|Packt Publishing|RabbitMQ Essentials|rabbitmq|
1783983280|9781783983285|2014-09|Amos Q. Haviv|Packt Publishing|MEAN Web Development|javascript,mean|
1783984783|9781783984787|2015-01|Shrikrishna Holla|Packt Publishing|Orchestrating Docker|devops,docker|
1783985186|9781783985180|2014-12|Kezz Bracey, David Balderston, Andy Boutte|Packt Publishing|Getting Started with Ghost|javascript,nodejs,ghost|
1783985968|9781783985968|2014-10|Martin Varga|Packt Publishing|Learning AndEngine|programming|
178398774X|9781783987740|2014-11|Michele Usuelli|Packt Publishing|R Machine Learning Essentials|rlang|
1783987987|9781783987986|2014-11|Simon Timms|Packt Publishing|Mastering JavaScript Design Patterns|javascript|
1783988029|9781783988020|2015-01|Mat Ryer|Packt Publishing|Go Programming Blueprints - Solving Development Challenges with Golang|golang|
1783988924|9781783988921|2014-10|Yuxian, Eugene Liang|Packt Publishing|PhoneGap and AngularJS for Cross-Platform Development|mobile,phonegap|
1783989440|9781783989447|2014-11|Andreas Josef Reichel|Packt Publishing|Building a BeagleBone Black Super Cluster|iot|
1784390860|9781784390860|2014-12|Dan Toomey|Packt Publishing|R for Data Science - R Data Science Tips, Solutions and Strategies|rlang|
1784394513|9781784394516|2015-05|James Ma Weiming|Packt Publishing|Mastering Python for Finance|python|
1784396575|9781784396572|2015-02|William Sherif|Packt Publishing|Learning C++ by Creating Games with UE4|cpp,game|
1784396990|9781784396992|2015-01|Steven Lott|Packt Publishing|Functional Python Programming|python|
1784397202|9781784397203|2014-12|Belen Cruz Zapata|Packt Publishing|Android Studio Essentials|mobile,android|
1784397717|9781784397715|2015-02|Muhammad A.Moniem|Packt Publishing|Learning Unreal Engine iOS Game Development|mobile,ios,game|
1784398853|9781784398859|2015-01|John Horton|Packt Publishing|Learning Java by Building Android Games - Explore Java Through Mobile Game Development|java,android,mobile,game|
178439937X|9781784399375|2014-12|Rebecca Barrington|Packt Publishing|Moodle Gradebook Second Edition|php|
1785280422|9781785280429|2015-04|Alberto Boschetti, Luca Massaron|Packt Publishing|Python Data Science Essentials - Learn the fundamentals of Data Science with Python|python,machinelearning|
1785280856|9781785280856|2015-07|Marco Alamanni|Packt Publishing|Kali Linux Wireless Penetration Testing Essentials|pentest,hacker|
1785281445|9781785281440|2015-08|James Cook|Packt Publishing|LibGDX Game Development By Example|game|
1785285483|9781785285486|2015-10|Pradeeka Seneviratne|Packt Publishing|Internet of Things with Arduino Blueprints|arduino,iot|
1785288334|9781785288333|2015-10|Sergey Kosarevsky, Viktor Latypov|Packt Publishing|Mastering Android NDK|mobile,android|
178588090X|9781785880902|2016-01|Alan M.F. Souza, Fabio M. Soares|Packt Publishing|Neural Network Programming with Java|java,npl|
1785884441|9781785884443|2015-10|Narayan Prusty|Packt Publishing|Learning ECMAScript 6|javascript|
1847192564|9781847192561|2007-12|Hasin Hayder|Packt Publishing|Object-Oriented Programming with PHP5: Learn to leverage PHP5's OOP features to write manageable applications with ease|php|
1847193218|9781847193216|2008-06|Binildas A. Christudas, Malhar Barai, Vincenzo Caselli|Packt Publishing|Service Oriented Architecture with Java: Using SOA and web services to build powerful Java applications|java|
184719494X|9781847194947|2008-09|Tarek ZiadÃ©|Packt Publishing|Expert Python Programming: Best practices for designing, coding, and distributing your Python software|python|
1847196462|9781847196460|2009-12|Jose Sandoval|Packt Publishing|RESTful Java Web Services|java,rest|
1847197507|9781847197504|2010-09|Jonathan Bennett|Packt Publishing|OpenStreetMap|other|
1847198082|9781847198082|2009-09|David Heffelfinger|Packt Publishing|JasperReports 3.5 for Java Developers|java|
184951030X|9781849510301|2010-10|Gregory Smith|Packt Publishing|PostgreSQL 9.0 High Performance|database,postgres|
1849511268|9781849511261|2010-07|Dusty Phillips|Packt Publishing|Python 3 Object Oriented Programming|python|
1849511780|9781849511780|2010-12|Cody Precord|Packt Publishing|wxPython 2.8 Application Development Cookbook|python|
1849512442|9781849512442|2011-08|Srirangan|Packt Publishing|Apache Maven 3 Cookbook|java,maven|
1849513066|9781849513067|2011-01|Hrishi Mittal|Packt Publishing|R Graph Cookbook|rlang|
1849513244|9781849513241|2011-05|Robert LaganiÃ¨re|Packt Publishing|OpenCV 2 Computer Vision Application Programming Cookbook|python|
1849513767|9781849513760|2011-01|Sarath Lakshman|Packt Publishing|Linux Shell Scripting Cookbook|linux,bash|
1849514887|9781849514880|2013-08|Antony Polukhin|Packt Publishing|Boost C++ Application Development Cookbook|cpp|
1849515026|9781849515023|2012-07|Gautam Rege|Packt Publishing|Ruby and MongoDB Web Development Beginner's Guide|database,mongodb,ruby|
1849515263|9781849515269|2011-08|William Rice|Packt Publishing|Moodle 2.0 E-Learning Course Development|php|
1849515565|9781849515566|2013-01|Tom Ryder|Packt Publishing|Nagios Core Administration Cookbook|linux,monitor,nagios|
1849516863|9781849516860|2012-08|Andrew Duncan, Stuart Ashworth|Packt Publishing|Ext JS 4 Web Application Development Cookbook|javascript,extjs|
1849516987|9781849516983|2013-06|Hannu Krosing, Kirk Roybal, Jim Mlodgenski|Packt Publishing|PostgreSQL Server Programming|database,postgres|
1849517169|9781849517164|2014-09|Rik Van Bruggen|Packt Publishing|Learning Neo4j|database,neo4j|
184951772X|9781849517720|2014-10|Abd El-Monem A. El-Bawab|Packt Publishing|Untangle Network Security|security,hacker|
1849518262|9781849518260|2012-12|Robert Winch, Peter Mularien|Packt Publishing|Spring Security 3.1|java,spring|
1849519269|9781849519267|2013-10|Christian Brousseau|Packt Publishing|Creating Mobile Apps with Appcelerator Titanium|mobile,titanium|
1849682607|9781849682602|2012-01|Ciro Fiorillo|Packt Publishing|Oracle Database 11gR2 Performance Tuning Cookbook|database,oracle|
1849684103|9781849684101|2011-11|Yaroslav Pentsarskyy|Packt Publishing|Microsoft SharePoint 2010 and Windows PowerShell 2.0: Expert Cookbook|microsoft,powershell|
1849684162|9781849684163|2012-12|Lonneke Dikmans, Ronald van Luttikhuizen|Packt Publishing|SOA Made Simple|java|
184968524X|9781849685245|2012-05|Reza Rad, Pedro Perfeito|Packt Publishing|Microsoft SQL Server 2012 Integration Services: An Expert Cookbook|microsoft,database|
1849685983|9781849685986|2014-09|Rakesh Gupta, Sagar Pareek|Packt Publishing|Salesforce.com Customization Handbook||
1849687420|9781849687423|2013-01|A.P. Rajshekhar|Packt Publishing|.Net Framework 4.5 Expert Programming Cookbook|other|
1849687889|9781849687881|2012-10|Fernandez Javier|Packt Publishing|Java 7 Concurrency Cookbook|java|
1849688265|9781849688260|2014-10|Alexandre Borges|Packt Publishing|Oracle Solaris 11 Advanced Administration Cookbook|unix|
1849689121|9781849689120|2014-05|Andre Dovgal, Gregor Noriskin, Dmitri Olechko|Packt Publishing|Applied Architecture Patterns on the Microsoft Platform, 2nd Edition|microsoft|
1849689741|9781849689748|2013-12|Joydip Kanjilal|Packt Publishing|ASP.NET Web API: Build RESTful web applications and services on the .NET framework|microsoft,dotnet|
